title,type,release_year,runtime,seasons,imdb_score,imdb_votes,lead_production,production_countries_cnt,lead_genres,genres_cnt,movie_cluster,dbscan_clusters
For Hope,MOVIE,1996,100,0.0,7.0,268.0,US,2,drama,1,5,5
Do You Wanna Dance?,MOVIE,1999,104,0.0,6.0,122.0,US,1,comedy,2,2,2
Final Descent,MOVIE,1997,100,0.0,5.5,821.0,US,1,thriller,3,3,3
Stickin' Around,SHOW,1996,25,4.0,7.2,460.0,CA,1,comedy,3,76,76
Split Images,MOVIE,1992,90,0.0,5.2,58.0,US,2,thriller,1,3,3
The Patron Saint of Liars,MOVIE,1998,92,0.0,5.1,311.0,US,1,drama,1,5,5
Vaanavil,MOVIE,2000,162,0.0,6.3,11.0,IN,1,drama,1,40,40
Pep Squad,MOVIE,1998,84,0.0,4.1,456.0,US,1,horror,3,7,7
Meat,MOVIE,1994,85,0.0,6.1,464.0,GB,1,comedy,3,43,43
Mind Games,MOVIE,1998,90,0.0,4.8,141.0,US,1,thriller,2,3,3
Another Pair of Aces: Three of a Kind,MOVIE,1991,93,0.0,5.5,221.0,US,1,western,3,4,4
The Nuttiest Nutcracker,MOVIE,1999,48,0.0,6.1,464.0,US,1,fantasy,1,8,8
Lured Innocence,MOVIE,2000,97,0.0,4.8,386.0,US,1,thriller,2,3,3
Murder at My Door,MOVIE,1996,96,0.0,4.8,368.0,CA,1,thriller,2,39,39
Horses of Suffield,MOVIE,1998,47,0.0,6.1,464.0,CA,1,documentation,1,120,120
Her Married Lover,MOVIE,1999,85,0.0,5.2,423.0,US,1,thriller,3,3,3
Hum Aapke Dil Mein Rehte Hain,MOVIE,1999,168,0.0,5.5,1651.0,IN,1,drama,2,40,40
The Long Island Incident,MOVIE,1998,96,0.0,6.1,222.0,US,1,crime,2,6,6
First Target,MOVIE,2000,93,0.0,5.1,663.0,CA,2,action,1,97,97
Too Close To Home,MOVIE,1997,115,0.0,6.1,336.0,US,1,drama,3,5,5
Across the Line,MOVIE,2000,99,0.0,5.5,324.0,US,1,drama,2,5,5
A Loss of Innocence,MOVIE,1996,91,0.0,5.1,249.0,US,1,drama,2,5,5
Home Invasion,MOVIE,1997,86,0.0,4.9,270.0,US,1,thriller,1,3,3
Hard Promises,MOVIE,1992,95,0.0,5.5,620.0,US,1,comedy,4,2,2
Beautiful Joe,MOVIE,2000,98,0.0,5.6,2322.0,US,1,romance,4,1,1
Doli Saja Ke Rakhna,MOVIE,1998,172,0.0,6.3,550.0,IN,1,romance,2,72,72
A Chinese Ghost Story III,MOVIE,1991,104,0.0,6.6,2641.0,HK,1,comedy,4,45,45
Once Upon a Time in China IV,MOVIE,1993,101,0.0,5.8,1149.0,HK,1,western,2,-1,-1
Don't Leave Me This Way,MOVIE,1993,133,0.0,6.3,110.0,GB,1,,1,96,96
Terror in the Family,MOVIE,1996,86,0.0,5.6,604.0,US,1,drama,2,5,5
Azhagan,MOVIE,1991,155,0.0,7.1,208.0,IN,1,romance,3,72,72
The Princess Castle,MOVIE,1996,48,0.0,6.1,464.0,US,1,fantasy,1,8,8
After Miss Julie,MOVIE,1995,77,0.0,6.1,464.0,GB,1,drama,1,16,16
Absolute Strangers,MOVIE,1991,96,0.0,5.8,178.0,US,1,drama,1,5,5
Sweet Deception,MOVIE,1998,92,0.0,4.1,225.0,US,1,thriller,2,3,3
Living in Fear,MOVIE,2000,110,0.0,5.0,340.0,US,1,thriller,2,3,3
Gumrah,MOVIE,1993,149,0.0,6.1,784.0,IN,1,action,4,59,59
Deadly Family Secrets,MOVIE,1995,95,0.0,4.9,122.0,US,1,thriller,2,3,3
Lamhe,MOVIE,1991,187,0.0,7.2,2818.0,IN,1,romance,2,72,72
The King's Guard,MOVIE,2000,92,0.0,3.4,572.0,AU,2,action,1,36,36
The Dark Room,MOVIE,1999,113,0.0,6.1,464.0,GB,1,thriller,1,9,9
Ring of Fire II: Blood and Steel,MOVIE,1993,94,0.0,4.4,593.0,US,1,drama,3,5,5
A Holiday for Love,MOVIE,1996,105,0.0,6.4,660.0,US,1,romance,3,1,1
Yeh Dillagi,MOVIE,1994,155,0.0,5.9,4501.0,IN,1,comedy,3,18,18
Every Breath,MOVIE,1994,88,0.0,3.9,233.0,US,1,thriller,1,3,3
Bright Hair,MOVIE,1997,125,0.0,6.7,213.0,GB,1,crime,4,33,33
King girl,MOVIE,1996,71,0.0,7.9,53.0,GB,1,drama,1,16,16
Go Now,MOVIE,1995,81,0.0,7.2,1188.0,GB,1,drama,3,16,16
The Color of Love: Jacey's Story,MOVIE,2000,120,0.0,6.7,340.0,US,1,drama,1,5,5
Richard Lewis: The Magical Misery Tour,MOVIE,1997,57,0.0,5.7,22.0,US,1,comedy,2,2,2
The Tales of Para Handy,SHOW,1994,48,2.0,8.0,98.0,GB,1,comedy,2,77,77
Dead On: Relentless II,MOVIE,1992,93,0.0,6.1,464.0,US,1,thriller,1,3,3
The Negotiator,MOVIE,1994,83,0.0,6.1,464.0,GB,1,,1,96,96
Where Sleeping Dogs Lie,MOVIE,1991,95,0.0,4.4,969.0,US,1,thriller,3,3,3
"Michael Landon, the Father I Knew",MOVIE,1999,120,0.0,6.1,436.0,US,1,drama,1,5,5
The Michelle Apartments,MOVIE,1995,91,0.0,6.2,74.0,US,1,thriller,3,3,3
Next Door,MOVIE,1994,95,0.0,5.7,713.0,US,1,drama,2,5,5
Timothy Goes to School,SHOW,2000,21,2.0,6.6,478.0,CA,2,animation,3,85,85
Voices,MOVIE,1995,93,0.0,6.3,230.0,GB,2,drama,1,16,16
Sudden Terror: The Hijacking of School Bus #17,MOVIE,1996,91,0.0,4.4,507.0,US,1,drama,2,5,5
The Fixer,MOVIE,1998,105,0.0,5.5,357.0,US,1,drama,1,5,5
Joe & Joe,MOVIE,1996,79,0.0,7.0,83.0,US,1,romance,3,1,1
The Black Candle,MOVIE,1991,103,0.0,6.3,316.0,GB,1,drama,1,16,16
Diljale,MOVIE,1996,160,0.0,5.8,1690.0,IN,1,romance,3,72,72
The Mystery of the Sphinx,MOVIE,1993,104,0.0,6.8,340.0,US,1,history,2,52,52
Beauty Queen Butcher,MOVIE,1991,118,0.0,6.1,464.0,US,1,thriller,1,3,3
Blue moon,MOVIE,1999,92,0.0,6.1,464.0,CA,2,,1,-1,-1
Diana: Her True Story,MOVIE,1993,180,0.0,4.7,209.0,GB,2,drama,1,16,16
Hangfire,MOVIE,1991,91,0.0,4.0,345.0,US,1,thriller,2,3,3
The Night Before Christmas,MOVIE,1994,43,0.0,6.1,464.0,US,1,fantasy,1,8,8
Timelock,MOVIE,1996,90,0.0,3.0,473.0,US,1,scifi,2,15,15
No Secrets,MOVIE,1991,90,0.0,4.7,97.0,US,1,thriller,2,3,3
Paper Dragons,MOVIE,1996,95,0.0,4.9,90.0,US,1,drama,1,5,5
The Disappearance of Vonnie,MOVIE,1994,91,0.0,6.0,226.0,CA,2,drama,1,82,82
ATF,MOVIE,1999,88,0.0,4.9,280.0,US,1,thriller,4,3,3
The Christmas Elves,MOVIE,1995,48,0.0,6.1,464.0,,1,animation,1,121,121
Double Edge,MOVIE,1992,81,0.0,5.4,155.0,IL,1,drama,2,94,94
Broken Glass,MOVIE,1996,96,0.0,7.0,66.0,GB,1,drama,1,16,16
The Hands of a Madman,MOVIE,2000,88,0.0,6.2,13.0,US,1,scifi,1,15,15
The Widowing of Mrs. Holroyd,MOVIE,1995,90,0.0,6.1,464.0,GB,1,drama,1,16,16
Loving,MOVIE,1996,95,0.0,6.1,464.0,IE,2,drama,1,122,122
A Memory in My Heart,MOVIE,1999,120,0.0,5.9,426.0,US,1,thriller,2,3,3
A Monkey's Tale,MOVIE,1999,80,0.0,5.6,453.0,DE,4,family,4,-1,-1
Ragin Cajun,MOVIE,1991,91,0.0,4.1,100.0,US,1,action,3,0,0
Aaina,MOVIE,1993,143,0.0,6.0,500.0,IN,1,romance,2,72,72
Salmonberries,MOVIE,1991,95,0.0,6.0,693.0,DE,1,drama,2,10,10
Cruel Train,MOVIE,1995,100,0.0,5.8,100.0,US,1,drama,2,5,5
The Whereabouts of Jenny,MOVIE,1991,105,0.0,6.1,172.0,US,1,drama,1,5,5
Liz: The Elizabeth Taylor Story,MOVIE,1995,210,0.0,6.2,492.0,US,1,drama,1,5,5
The Heart Surgeon,MOVIE,1997,150,0.0,7.0,50.0,GB,1,drama,1,16,16
Je Suis A Stand-up â Eddie Izzard Abroad,MOVIE,1996,48,0.0,7.6,31.0,XX,1,documentation,1,64,64
Da Hip Hop Witch,MOVIE,2000,86,0.0,6.1,464.0,US,1,horror,1,7,7
Friends at Last,MOVIE,1995,91,0.0,6.2,109.0,US,2,drama,1,5,5
Shutterspeed,MOVIE,2000,86,0.0,4.0,245.0,CA,1,action,1,97,97
The Lost World,MOVIE,1992,99,0.0,5.3,1187.0,CA,1,scifi,3,88,88
We Wish You a Merry Christmas,MOVIE,1994,30,0.0,5.8,8.0,US,1,animation,1,47,47
Rhythm,MOVIE,2000,149,0.0,7.6,912.0,IN,1,romance,2,72,72
Anari,MOVIE,1993,159,0.0,5.2,496.0,IN,1,drama,3,40,40
One Special Night,MOVIE,1999,92,0.0,7.3,1328.0,US,1,drama,2,5,5
La Cucaracha,MOVIE,1998,97,0.0,5.9,381.0,US,1,thriller,4,3,3
Little White Lies,MOVIE,1998,120,0.0,5.5,121.0,GB,1,thriller,1,9,9
Address Unknown,MOVIE,1997,92,0.0,5.9,326.0,US,1,family,2,17,17
Brazen Hussies,MOVIE,1996,85,0.0,6.2,79.0,GB,1,drama,2,16,16
Tommy Davidson: Illin' in Philly,MOVIE,1991,30,0.0,8.3,42.0,US,1,comedy,2,2,2
Bambino Mio,MOVIE,1994,85,0.0,6.1,464.0,GB,1,,1,96,96
Selva,MOVIE,1996,120,0.0,7.7,451.0,IN,1,romance,2,72,72
"Mother, May I Sleep with Danger?",MOVIE,1996,93,0.0,4.8,958.0,US,1,thriller,1,3,3
Love The One You're With,MOVIE,2000,60,0.0,3.5,26.0,US,1,drama,3,5,5
Genghis Cohn,MOVIE,1994,79,0.0,6.9,166.0,GB,1,comedy,2,43,43
Yakov Smirnoff: From Moscow... Idaho,MOVIE,1991,53,0.0,6.1,464.0,,1,comedy,1,67,67
Savage Land,MOVIE,1994,98,0.0,4.3,154.0,US,1,western,1,4,4
Where Truth Lies,MOVIE,1996,97,0.0,4.0,283.0,US,1,thriller,2,3,3
Kasak,MOVIE,1992,150,0.0,5.5,37.0,XX,1,drama,2,74,74
Assignment Berlin,MOVIE,1998,90,0.0,4.0,196.0,US,2,thriller,2,3,3
American Daughter,MOVIE,1995,98,0.0,6.3,568.0,RU,2,comedy,2,-1,-1
Enakkoru Magan Pirappan,MOVIE,1996,150,0.0,4.8,17.0,IN,1,comedy,2,18,18
Deathfight,MOVIE,1994,93,0.0,5.1,95.0,US,1,action,1,0,0
Kaadhalukku Mariyaadai,MOVIE,1997,160,0.0,8.2,4565.0,IN,1,drama,2,40,40
Paradise Park,MOVIE,1996,101,0.0,6.1,464.0,XX,1,fantasy,1,123,123
Raasi,MOVIE,1997,143,0.0,5.1,164.0,IN,1,drama,2,40,40
Baby Brokers,MOVIE,1994,100,0.0,5.4,135.0,US,1,drama,1,5,5
Vallal,MOVIE,1997,145,0.0,5.7,27.0,IN,1,,1,19,19
Yakov Smirnoff: Just Off the Boat,MOVIE,1994,49,0.0,6.1,464.0,,1,comedy,1,67,67
Starforce,MOVIE,2000,93,0.0,4.3,364.0,US,1,scifi,3,15,15
The Precious Blood,MOVIE,1996,76,0.0,6.1,464.0,GB,1,drama,1,16,16
Putravati,MOVIE,1996,124,0.0,6.1,464.0,IN,1,drama,1,40,40
Late Flowering Lust,MOVIE,1994,53,0.0,6.9,19.0,GB,1,drama,1,16,16
Flowers of the Forest,MOVIE,1996,89,0.0,7.3,464.0,GB,1,,1,96,96
Silent Cries,MOVIE,1993,120,0.0,6.2,161.0,GB,2,drama,2,16,16
Nervous Energy,MOVIE,1995,104,0.0,6.1,464.0,GB,1,,1,96,96
Kottai Vaasal,MOVIE,1992,137,0.0,6.1,464.0,IN,1,action,3,59,59
Baba Keno Chakar,MOVIE,1998,150,0.0,6.7,103.0,IN,1,drama,1,40,40
Biyer Phul,MOVIE,1996,156,0.0,6.4,95.0,IN,1,drama,2,40,40
Yakov Smirnoff: I Bet You Never Looked At It That Way!,MOVIE,1994,58,0.0,6.1,464.0,,1,comedy,1,67,67
Acts of Defiance,MOVIE,1992,105,0.0,8.2,13.0,CA,1,documentation,1,120,120
Rupaye Dus Karod,MOVIE,1991,149,0.0,5.8,28.0,IN,1,action,3,59,59
Bidhilipi,MOVIE,1991,125,0.0,7.2,52.0,IN,1,drama,2,40,40
In Your Dreams,MOVIE,1997,74,0.0,7.8,90.0,DE,1,drama,1,10,10
Message for Posterity,MOVIE,1994,97,0.0,6.1,464.0,GB,1,drama,1,16,16
Labour of Love,MOVIE,1998,45,0.0,6.1,464.0,CA,1,documentation,1,120,120
Dragon Half,SHOW,1993,26,1.0,7.2,453.0,JP,1,scifi,4,22,22
Never Say Never: The Deidre Hall Story,MOVIE,1995,95,0.0,6.1,130.0,US,1,drama,1,5,5
Convergence,MOVIE,2000,93,0.0,4.2,580.0,CA,2,thriller,2,39,39
Mugguru Monagallu,MOVIE,1994,108,0.0,6.2,159.0,IN,1,comedy,3,18,18
Final Run,MOVIE,1999,89,0.0,3.9,639.0,US,2,action,2,0,0
Age of Treason,MOVIE,1993,93,0.0,6.0,266.0,US,1,history,1,52,52
Miracle in the Woods,MOVIE,1997,92,0.0,6.6,482.0,US,1,drama,1,5,5
The Perfect Husband,MOVIE,1993,89,0.0,5.9,190.0,SK,4,drama,2,-1,-1
Fugitive Nights: Danger in the Desert,MOVIE,1993,95,0.0,5.6,129.0,US,1,action,2,0,0
One of Her Own,MOVIE,1994,91,0.0,6.0,243.0,US,1,drama,1,5,5
Tributaries,MOVIE,1995,10,0.0,6.4,29.0,,1,drama,2,20,20
Oruvan,MOVIE,1999,152,0.0,6.1,464.0,,1,drama,1,20,20
Miracle on Interstate 880,MOVIE,1993,90,0.0,5.9,255.0,CA,2,drama,1,82,82
Mission of the Shark: The Saga of the U.S.S. Indianapolis,MOVIE,1991,100,0.0,6.2,867.0,US,1,action,4,0,0
Those Secrets,MOVIE,1992,105,0.0,5.3,49.0,US,1,drama,1,5,5
Boy Meets Girl,MOVIE,1998,99,0.0,5.4,321.0,US,2,fantasy,3,8,8
The Last House on the Street,MOVIE,1993,73,0.0,1.8,165.0,US,1,horror,2,7,7
Write to Kill,MOVIE,1991,99,0.0,6.1,464.0,US,1,thriller,2,3,3
From the Files of Joseph Wambaugh: A Jury of One,MOVIE,1992,96,0.0,6.2,60.0,US,1,crime,2,6,6
The Dark Angel: Psycho Kickboxer,MOVIE,1998,90,0.0,6.1,464.0,US,1,drama,1,5,5
Kick of Death,MOVIE,1997,85,0.0,7.2,448.0,US,1,action,2,0,0
Prem Qaidi,MOVIE,1991,157,0.0,2.7,175.0,IN,1,romance,2,72,72
The Good Policeman,MOVIE,1991,96,0.0,4.2,76.0,US,1,drama,1,5,5
Sin Bin,MOVIE,1994,65,0.0,6.1,464.0,GB,1,drama,1,16,16
Cold Enough for Snow,MOVIE,1997,91,0.0,7.3,65.0,GB,1,comedy,2,43,43
Loyal Opposition,MOVIE,1998,120,0.0,3.1,209.0,US,2,thriller,3,3,3
Tempest Eye,MOVIE,2000,97,0.0,5.4,13.0,US,1,,1,65,65
Utsab,MOVIE,2000,119,0.0,7.8,458.0,IN,1,drama,2,40,40
Sensitive New-Age Killer,MOVIE,2000,87,0.0,5.3,177.0,AU,1,action,4,36,36
Bad Boy Blues,MOVIE,1996,60,0.0,6.1,464.0,GB,1,drama,1,16,16
Christmas on Division Street,MOVIE,1991,120,0.0,6.8,544.0,US,2,drama,1,5,5
Tenderness,MOVIE,1991,110,0.0,6.7,94.0,XC,1,drama,2,-1,-1
Lovest,MOVIE,1997,94,0.0,5.0,38.0,IT,1,comedy,2,51,51
Budget Padmanabhan,MOVIE,2000,153,0.0,6.3,52.0,IN,1,comedy,2,18,18
Poor Liza,MOVIE,2000,105,0.0,5.7,55.0,US,1,drama,1,5,5
Rag and Bone,MOVIE,1998,90,0.0,4.7,190.0,US,1,crime,3,6,6
Summer in the Suburbs,MOVIE,2000,90,0.0,6.3,63.0,GB,1,crime,2,33,33
Staying Afloat,MOVIE,1993,95,0.0,5.6,52.0,US,1,drama,2,5,5
Spirit Rider,MOVIE,1993,95,0.0,6.7,126.0,CA,1,drama,2,82,82
Gallagher: We Need a Hero,MOVIE,1992,90,0.0,6.1,464.0,US,1,comedy,1,2,2
Devil's Gold,MOVIE,2000,90,0.0,6.0,70.0,VE,1,drama,4,-1,-1
Gallagher's Sledge-O-Matic,MOVIE,2000,55,0.0,6.1,464.0,US,1,comedy,1,2,2
The Passion of the Christ,MOVIE,2004,126,0.0,7.2,229777.0,US,1,drama,1,5,5
Downton Abbey,SHOW,2010,58,6.0,8.7,197744.0,GB,1,drama,3,44,44
How I Met Your Mother,SHOW,2005,24,9.0,8.3,661972.0,US,1,comedy,2,21,21
House,SHOW,2004,44,8.0,8.7,448480.0,US,1,drama,2,30,30
Scrubs,SHOW,2001,24,9.0,8.4,251172.0,US,1,comedy,2,21,21
Dexter,SHOW,2006,53,8.0,8.7,711566.0,US,1,drama,3,30,30
Shrek,MOVIE,2001,90,0.0,7.9,659470.0,US,1,fantasy,5,8,8
Community,SHOW,2009,23,6.0,8.5,252564.0,US,1,comedy,1,21,21
Mamma Mia!,MOVIE,2008,109,0.0,6.4,237822.0,DE,3,romance,3,-1,-1
Party Down,SHOW,2009,28,2.0,8.3,30771.0,US,1,comedy,2,21,21
Pineapple Express,MOVIE,2008,111,0.0,6.9,333855.0,US,1,comedy,3,2,2
Psych,SHOW,2006,44,8.0,8.4,95103.0,US,1,drama,3,30,30
The Proposal,MOVIE,2009,108,0.0,6.7,321124.0,US,1,romance,3,1,1
Apocalypto,MOVIE,2006,139,0.0,7.8,307844.0,US,1,drama,3,5,5
Monk,SHOW,2002,43,8.0,8.0,73388.0,US,1,drama,3,30,30
DodgeBall: A True Underdog Story,MOVIE,2004,92,0.0,6.7,244328.0,US,2,comedy,3,2,2
Taken,MOVIE,2008,93,0.0,7.8,593358.0,FR,3,thriller,4,89,89
(500) Days of Summer,MOVIE,2009,95,0.0,7.7,502850.0,US,1,drama,3,5,5
The Hitchhiker's Guide to the Galaxy,MOVIE,2005,109,0.0,6.7,196326.0,US,2,comedy,4,2,2
District 9,MOVIE,2009,113,0.0,7.9,670344.0,ZA,4,scifi,3,-1,-1
Peppa Pig,SHOW,2004,7,7.0,6.3,4839.0,GB,1,animation,3,119,119
Shrek 2,MOVIE,2004,93,0.0,7.3,451908.0,US,1,fantasy,5,8,8
Sonic X,SHOW,2003,21,3.0,6.1,4577.0,JP,1,action,8,91,91
I Saw the Devil,MOVIE,2010,142,0.0,7.8,124887.0,KR,1,thriller,5,124,124
The Kids in the Hall: Death Comes to Town,SHOW,2010,22,1.0,7.4,1338.0,CA,1,comedy,2,76,76
Sideways,MOVIE,2004,127,0.0,7.5,189178.0,US,1,romance,3,1,1
Pearl Harbor,MOVIE,2001,183,0.0,6.2,327658.0,US,1,romance,5,1,1
Knowing,MOVIE,2009,121,0.0,6.2,231965.0,AU,3,thriller,4,92,92
Open Range,MOVIE,2003,139,0.0,7.4,72157.0,US,1,western,4,4,4
Road to Perdition,MOVIE,2002,117,0.0,7.7,263212.0,US,1,thriller,4,3,3
Eureka,SHOW,2006,46,5.0,7.9,52747.0,US,1,scifi,4,24,24
The Inbetweeners,SHOW,2008,24,3.0,8.4,86104.0,GB,1,comedy,2,77,77
Sweet Home Alabama,MOVIE,2002,108,0.0,6.2,111609.0,US,1,romance,2,1,1
The Curious Case of Benjamin Button,MOVIE,2008,166,0.0,7.8,634339.0,US,1,fantasy,3,8,8
America's Next Top Model,SHOW,2003,44,24.0,5.6,17843.0,US,1,reality,1,125,125
Crank,MOVIE,2006,88,0.0,6.9,246596.0,US,1,thriller,4,3,3
The Machinist,MOVIE,2004,101,0.0,7.7,381455.0,GB,4,thriller,3,9,9
Garth Marenghi's Darkplace,SHOW,2004,24,1.0,8.5,17944.0,GB,1,scifi,6,86,86
Brothers,MOVIE,2009,104,0.0,7.1,121311.0,US,1,drama,6,5,5
Bubba Ho-tep,MOVIE,2002,92,0.0,6.9,48162.0,US,1,thriller,5,3,3
Tell No One,MOVIE,2006,125,0.0,7.5,54201.0,FR,1,thriller,5,89,89
The Lovely Bones,MOVIE,2009,136,0.0,6.6,167883.0,US,3,drama,3,5,5
Cashback,MOVIE,2006,102,0.0,7.1,86743.0,GB,1,drama,3,16,16
She's Out of My League,MOVIE,2010,104,0.0,6.4,136063.0,US,1,romance,2,1,1
The Fighter,MOVIE,2010,114,0.0,6.1,464.0,US,1,drama,1,5,5
The Guardian,MOVIE,2006,139,0.0,4.2,26.0,US,1,drama,5,5,5
Dear Zachary: A Letter to a Son About His Father,MOVIE,2008,95,0.0,8.5,36243.0,US,1,documentation,3,11,11
Merlin,SHOW,2008,44,5.0,7.9,80138.0,GB,1,action,5,25,25
The Girl with the Dragon Tattoo,MOVIE,2009,152,0.0,7.8,215478.0,DE,3,thriller,4,73,73
Crash,MOVIE,2005,112,0.0,7.8,433096.0,US,2,drama,4,5,5
Revolutionary Road,MOVIE,2008,119,0.0,7.3,210215.0,US,2,romance,2,1,1
Jeepers Creepers,MOVIE,2001,90,0.0,6.2,124300.0,DE,2,horror,2,55,55
Shrek Forever After,MOVIE,2010,93,0.0,6.3,200354.0,US,1,fantasy,5,8,8
Garden State,MOVIE,2004,102,0.0,7.4,214945.0,US,1,drama,3,5,5
Between Two Ferns with Zach Galifianakis,SHOW,2008,4,1.0,8.4,8446.0,US,1,comedy,1,21,21
Under the Tuscan Sun,MOVIE,2003,113,0.0,6.7,52069.0,IT,2,romance,3,-1,-1
Ghost World,MOVIE,2001,111,0.0,7.3,119841.0,US,3,drama,3,5,5
Black Dynamite,MOVIE,2009,85,0.0,7.3,48696.0,US,1,action,2,0,0
Hitman,MOVIE,2007,89,0.0,6.2,168381.0,US,2,thriller,5,3,3
Valkyrie,MOVIE,2008,121,0.0,7.1,240479.0,DE,2,thriller,5,73,73
Secret Diary of a Call Girl,SHOW,2007,23,4.0,7.4,13414.0,US,2,drama,2,30,30
Bottle Shock,MOVIE,2008,110,0.0,6.8,16443.0,US,1,drama,2,5,5
We Were Soldiers,MOVIE,2002,138,0.0,7.1,139880.0,DE,2,action,4,95,95
Out of Time,MOVIE,2003,105,0.0,6.5,60425.0,US,1,thriller,3,3,3
Prisoners of War,SHOW,2010,51,2.0,8.3,2391.0,IL,1,drama,2,-1,-1
The Poughkeepsie Tapes,MOVIE,2009,81,0.0,6.0,18838.0,US,1,thriller,2,3,3
Date Night,MOVIE,2010,97,0.0,6.3,161111.0,US,1,comedy,4,2,2
Elfen Lied,SHOW,2004,26,2.0,8.0,32645.0,JP,1,animation,8,110,110
Planet of the Apes,MOVIE,2001,119,0.0,5.7,216942.0,US,1,scifi,3,15,15
"Legally Blonde 2: Red, White & Blonde",MOVIE,2003,95,0.0,4.7,66316.0,US,1,comedy,1,2,2
Eagle vs Shark,MOVIE,2007,87,0.0,6.7,24508.0,NZ,1,romance,2,-1,-1
Chocolate,MOVIE,2008,93,0.0,8.8,65.0,TH,1,comedy,5,-1,-1
JCVD,MOVIE,2008,96,0.0,7.1,38847.0,FR,3,crime,5,58,58
Hardball,MOVIE,2001,106,0.0,6.4,31183.0,US,2,drama,3,5,5
Whitechapel,SHOW,2009,45,4.0,7.9,12925.0,GB,1,drama,4,44,44
Rake,SHOW,2010,55,5.0,8.5,7739.0,AU,1,drama,2,109,109
Paranormal Activity,MOVIE,2007,85,0.0,6.3,235071.0,US,1,horror,2,7,7
The Bank Job,MOVIE,2008,112,0.0,7.2,180171.0,US,3,thriller,3,3,3
13 Assassins,MOVIE,2010,141,0.0,7.5,65053.0,GB,2,drama,2,16,16
All Good Things,MOVIE,2010,101,0.0,6.3,55797.0,US,1,thriller,4,3,3
Four Lions,MOVIE,2010,97,0.0,7.2,76967.0,GB,2,comedy,3,43,43
Hustle,SHOW,2004,58,8.0,8.2,22525.0,GB,1,drama,3,44,44
George Carlin: It's Bad for Ya!,MOVIE,2008,70,0.0,8.5,5946.0,US,1,comedy,2,2,2
Eden Log,MOVIE,2007,98,0.0,5.2,6646.0,FR,1,scifi,4,-1,-1
Bad Girls Club,SHOW,2006,40,17.0,4.7,2727.0,US,1,reality,2,125,125
Fearless,MOVIE,2006,104,0.0,7.6,75534.0,CN,2,drama,3,103,103
Ugly Betty,SHOW,2006,52,4.0,6.6,43413.0,US,1,comedy,3,21,21
The Hot Chick,MOVIE,2002,104,0.0,5.5,94886.0,US,1,comedy,2,2,2
London,MOVIE,2005,92,0.0,6.4,23427.0,US,2,romance,2,1,1
The World's Fastest Indian,MOVIE,2005,127,0.0,7.8,54476.0,JP,4,drama,2,62,62
Jeepers Creepers 2,MOVIE,2003,104,0.0,5.6,63014.0,US,1,horror,1,7,7
The Collector,MOVIE,2009,88,0.0,6.3,64319.0,US,1,thriller,4,3,3
Flightplan,MOVIE,2005,98,0.0,6.3,160917.0,US,1,drama,3,5,5
24 Hour Party People,MOVIE,2002,117,0.0,7.3,37026.0,GB,1,comedy,4,43,43
Windtalkers,MOVIE,2002,134,0.0,6.1,68743.0,US,1,drama,3,5,5
The Ugly Truth,MOVIE,2009,96,0.0,6.4,216302.0,US,1,comedy,2,2,2
Ong Bak: Muay Thai Warrior,MOVIE,2003,105,0.0,7.1,74194.0,TH,1,thriller,3,-1,-1
Pootie Tang,MOVIE,2001,81,0.0,5.2,14314.0,US,1,action,2,0,0
Saved!,MOVIE,2004,92,0.0,6.7,46409.0,US,1,comedy,3,2,2
The Recruit,MOVIE,2003,105,0.0,6.6,135037.0,US,1,thriller,3,3,3
Gold Rush,SHOW,2010,46,12.0,7.2,4842.0,US,1,reality,1,125,125
The Girl Who Played with Fire,MOVIE,2009,130,0.0,7.1,94770.0,SE,3,drama,5,126,126
Defendor,MOVIE,2009,101,0.0,6.8,36612.0,CA,3,drama,3,82,82
Todd and the Book of Pure Evil,SHOW,2010,23,2.0,8.2,3712.0,CA,1,scifi,3,105,105
The Way Back,MOVIE,2010,133,0.0,7.3,115444.0,US,3,drama,3,5,5
The Indian Doctor,SHOW,2010,45,3.0,8.0,1275.0,GB,1,drama,2,44,44
Biutiful,MOVIE,2010,148,0.0,7.4,89953.0,MX,2,drama,3,127,127
Dinosaur Train,SHOW,2009,19,7.0,6.5,1178.0,US,1,animation,2,81,81
The Ring Two,MOVIE,2005,110,0.0,5.4,95444.0,US,1,horror,2,7,7
Saving Face,MOVIE,2004,97,0.0,5.6,17.0,US,1,comedy,3,2,2
8 out of 10 Cats,SHOW,2005,31,22.0,7.7,5778.0,GB,1,comedy,2,77,77
I Shouldn't Be Alive,SHOW,2005,47,6.0,8.4,18.0,US,1,documentation,4,46,46
Tooth Fairy,MOVIE,2010,101,0.0,5.0,46010.0,CA,2,fantasy,4,117,117
Republic of Doyle,SHOW,2010,44,6.0,7.5,4025.0,CA,1,drama,3,111,111
H2O: Just Add Water,SHOW,2006,25,3.0,7.2,14782.0,AU,1,drama,4,109,109
Paycheck,MOVIE,2003,119,0.0,6.3,107851.0,CA,2,thriller,3,39,39
The Namesake,MOVIE,2006,122,0.0,7.5,20462.0,IN,2,drama,1,40,40
The Foot Fist Way,MOVIE,2006,83,0.0,6.2,12482.0,US,1,comedy,1,2,2
Carriers,MOVIE,2009,85,0.0,6.0,45967.0,US,1,horror,7,7,7
