title,type,release_year,runtime,seasons,imdb_score,imdb_votes,lead_production,production_countries_cnt,lead_genres,genres_cnt,movie_cluster,dbscan_clusters
Ernest Cole,MOVIE,2006,53,0.0,4.6,8.0,ZA,1,documentation,1,-1,-1
Sarah's Room,MOVIE,2003,85,0.0,5.2,24.0,US,1,fantasy,1,8,8
"Au Revoir, UFO",MOVIE,2004,105,0.0,6.0,172.0,KR,1,comedy,3,106,106
The Owls,MOVIE,2010,66,0.0,4.9,177.0,US,1,thriller,3,3,3
Dive!,MOVIE,2010,53,0.0,7.2,326.0,US,1,documentation,2,11,11
A History of Black Achievement in America,SHOW,2005,27,1.0,6.4,12.0,,1,history,2,-1,-1
Tula Shikwin Changlach Dhada,MOVIE,2007,146,0.0,6.6,14.0,IN,1,comedy,1,18,18
COMBO,MOVIE,2009,8,0.0,6.1,464.0,IT,1,animation,1,-1,-1
Those People,MOVIE,2010,79,0.0,7.0,13.0,XX,1,comedy,4,101,101
Thathi Thavadhu Manasu,MOVIE,2003,126,0.0,6.1,464.0,,1,drama,1,20,20
Munnabhai S.S.C.,MOVIE,2005,119,0.0,4.5,16.0,IN,1,comedy,1,18,18
Rock & Roll Won't Wait,MOVIE,2004,60,0.0,6.1,464.0,US,1,music,2,14,14
Madurai Sambavam,MOVIE,2009,153,0.0,5.1,16.0,IN,1,drama,2,40,40
Body Blow,MOVIE,2010,86,0.0,6.6,15.0,US,1,action,2,0,0
Nala Damayanthi,MOVIE,2003,138,0.0,7.1,596.0,IN,1,comedy,1,18,18
Hope Ranch,MOVIE,2002,100,0.0,6.1,180.0,US,1,drama,3,5,5
Michael Loftus: You've Changed,MOVIE,2009,77,0.0,7.0,15.0,US,1,comedy,1,2,2
The Real Lost World,MOVIE,2006,95,0.0,6.8,66.0,CA,1,,1,-1,-1
Thiruttu Payale,MOVIE,2006,150,0.0,5.9,132.0,IN,1,thriller,3,60,60
Technological Marvels of the Ancient World,SHOW,2005,79,1.0,7.8,10.0,,1,history,1,-1,-1
"Peek-A-Boo, I See You!",SHOW,2007,27,1.0,2.8,7.0,FR,1,animation,2,158,158
Line of Duty,SHOW,2012,60,6.0,8.7,55784.0,GB,1,crime,4,160,160
Suits,SHOW,2011,44,9.0,8.5,395600.0,US,1,drama,2,30,30
American Horror Story,SHOW,2011,45,10.0,8.0,304893.0,US,1,scifi,5,24,24
Zero Dark Thirty,MOVIE,2012,157,0.0,7.4,291985.0,US,1,drama,4,5,5
Skyfall,MOVIE,2012,143,0.0,7.8,684779.0,US,2,thriller,2,3,3
Prometheus,MOVIE,2012,124,0.0,7.0,598691.0,US,2,scifi,2,15,15
Jack Reacher,MOVIE,2012,130,0.0,7.0,333435.0,US,1,thriller,3,3,3
Workaholics,SHOW,2011,22,7.0,8.1,50740.0,US,1,comedy,1,21,21
Killer Joe,MOVIE,2011,102,0.0,6.7,76985.0,US,1,horror,4,7,7
We Need to Talk About Kevin,MOVIE,2011,112,0.0,7.5,150908.0,GB,2,drama,2,16,16
Teen Wolf,SHOW,2011,42,6.0,7.7,142717.0,US,1,scifi,7,24,24
Key & Peele,SHOW,2012,22,5.0,8.4,20391.0,US,1,comedy,2,21,21
Grimm,SHOW,2011,47,6.0,7.8,117296.0,US,1,drama,5,30,30
Lincoln,MOVIE,2012,150,0.0,7.3,257798.0,IN,2,drama,3,40,40
Chronicle,MOVIE,2012,84,0.0,7.0,249211.0,US,1,scifi,4,15,15
Daniel Tiger's Neighborhood,SHOW,2012,20,5.0,7.5,1150.0,US,1,fantasy,5,-1,-1
Friday Night Dinner,SHOW,2011,24,6.0,8.2,17634.0,GB,1,comedy,2,77,77
Flight,MOVIE,2012,138,0.0,7.3,347281.0,US,1,drama,3,5,5
Cosmopolis,MOVIE,2012,109,0.0,5.1,47023.0,PT,4,drama,5,-1,-1
Battleship,MOVIE,2012,131,0.0,5.8,246008.0,US,1,scifi,4,15,15
Jiro Dreams of Sushi,MOVIE,2011,82,0.0,7.8,35312.0,US,1,documentation,1,11,11
The Deep Blue Sea,MOVIE,2011,98,0.0,6.2,15735.0,GB,2,drama,2,16,16
The Brass Teapot,MOVIE,2012,100,0.0,6.4,15737.0,US,1,fantasy,3,8,8
Red Dawn,MOVIE,2012,93,0.0,5.3,76715.0,US,1,thriller,6,3,3
Psycho-Pass,SHOW,2012,27,4.0,8.2,18061.0,JP,1,scifi,7,22,22
Catfish: The TV Show,SHOW,2012,41,9.0,7.1,8186.0,US,1,reality,2,125,125
Wild Kratts,SHOW,2011,26,6.0,7.7,1596.0,US,2,comedy,3,21,21
The Watch,MOVIE,2012,102,0.0,5.7,126710.0,US,1,comedy,4,2,2
Magic City,SHOW,2012,52,2.0,7.7,12605.0,US,1,drama,2,30,30
Primeval: New World,SHOW,2012,45,1.0,6.5,4565.0,CA,2,action,3,128,128
The Paradise,SHOW,2012,61,2.0,7.8,11530.0,GB,1,drama,2,44,44
Bubble Guppies,SHOW,2011,24,6.0,6.3,1521.0,US,1,comedy,5,21,21
Ninjago: Masters of Spinjitzu,SHOW,2012,17,15.0,7.2,4519.0,DK,2,scifi,7,-1,-1
The Devil's Rock,MOVIE,2011,83,0.0,5.7,4244.0,NZ,1,thriller,3,102,102
Disconnect,MOVIE,2012,111,0.0,7.5,75261.0,US,1,thriller,2,3,3
Age of Heroes,MOVIE,2011,90,0.0,5.5,9789.0,GB,1,drama,4,16,16
Cedar Rapids,MOVIE,2011,87,0.0,6.3,37634.0,US,1,comedy,1,2,2
The Dictator,MOVIE,2012,83,0.0,6.4,299171.0,US,1,comedy,1,2,2
The Artist,MOVIE,2011,100,0.0,7.9,238396.0,BE,2,romance,5,-1,-1
Moone Boy,SHOW,2012,22,3.0,8.1,6098.0,GB,1,comedy,3,77,77
God Bless America,MOVIE,2011,104,0.0,7.1,69771.0,US,1,drama,5,5,5
Robot & Frank,MOVIE,2012,85,0.0,7.1,63599.0,US,1,scifi,4,15,15
This Means War,MOVIE,2012,103,0.0,6.3,183519.0,US,1,romance,3,1,1
The Guilt Trip,MOVIE,2012,95,0.0,5.8,37028.0,US,1,comedy,2,2,2
Beasts of the Southern Wild,MOVIE,2012,91,0.0,7.2,83033.0,US,1,fantasy,2,8,8
Red Tails,MOVIE,2012,125,0.0,5.9,35424.0,US,1,action,4,0,0
Inbred,MOVIE,2011,90,0.0,5.3,5075.0,GB,1,comedy,3,43,43
Mayor Cupcake,MOVIE,2011,86,0.0,5.7,563.0,US,1,comedy,3,2,2
The Woman,MOVIE,2011,102,0.0,6.0,23849.0,US,1,horror,2,7,7
The Collection,MOVIE,2012,82,0.0,6.1,49159.0,US,1,thriller,4,3,3
Mr. D,SHOW,2012,21,8.0,2.3,15.0,CA,1,comedy,1,76,76
Iron Sky,MOVIE,2012,110,0.0,5.9,93718.0,DE,3,scifi,4,-1,-1
The Secret of Crickley Hall,SHOW,2012,58,1.0,6.8,3028.0,GB,1,drama,3,44,44
Fresh Meat,SHOW,2011,40,4.0,7.9,17448.0,GB,1,comedy,4,77,77
Injustice,SHOW,2011,47,1.0,7.3,1870.0,GB,1,crime,3,160,160
The Crusades,SHOW,2012,52,1.0,7.0,128.0,GB,1,documentation,3,28,28
A Thousand Words,MOVIE,2012,91,0.0,5.9,42197.0,US,1,drama,3,5,5
Get the Gringo,MOVIE,2012,96,0.0,6.9,107473.0,MX,2,thriller,4,75,75
Paranormal Activity 3,MOVIE,2011,94,0.0,5.8,94305.0,US,1,horror,2,7,7
I Wish,MOVIE,2011,128,0.0,8.1,15.0,JP,1,drama,4,62,62
Paranormal Activity 4,MOVIE,2012,97,0.0,4.6,65750.0,US,1,horror,2,7,7
Public Enemies,SHOW,2012,60,1.0,7.0,708.0,GB,1,drama,2,44,44
Tim and Eric's Billion Dollar Movie,MOVIE,2012,94,0.0,5.3,10024.0,US,1,comedy,1,2,2
Gadget Man,SHOW,2012,24,4.0,7.5,801.0,GB,1,documentation,1,28,28
Sushi Girl,MOVIE,2012,98,0.0,6.0,4940.0,US,1,thriller,2,3,3
An American Ghost Story,MOVIE,2012,95,0.0,4.2,1268.0,US,1,horror,1,7,7
Comic Book Men,SHOW,2012,23,7.0,7.6,5377.0,US,1,reality,2,125,125
24 Hours in A&E,SHOW,2011,47,26.0,8.1,403.0,GB,1,documentation,1,28,28
Fake or Fortune?,SHOW,2011,58,9.0,8.6,557.0,GB,1,documentation,1,28,28
White Tiger,MOVIE,2012,105,0.0,6.1,4309.0,RU,1,fantasy,3,161,161
Blackthorn,MOVIE,2011,98,0.0,6.5,9618.0,BO,4,western,3,-1,-1
A Year in the Wild,SHOW,2012,44,1.0,7.1,12.0,GB,1,documentation,1,28,28
360,MOVIE,2012,110,0.0,6.2,16737.0,FR,4,drama,4,27,27
Red Dog,MOVIE,2011,92,0.0,7.3,17839.0,AU,1,drama,4,90,90
Retreat,MOVIE,2011,89,0.0,5.8,11905.0,GB,1,thriller,3,9,9
Love & Hip Hop Atlanta,SHOW,2012,41,10.0,5.3,795.0,US,1,reality,1,125,125
Superbook,SHOW,2011,26,5.0,6.4,260.0,,1,animation,3,153,153
Evangelion: 3.0 You Can (Not) Redo,MOVIE,2012,96,0.0,6.9,14715.0,JP,1,scifi,4,53,53
Lore,MOVIE,2012,109,0.0,7.1,15104.0,AU,3,thriller,6,92,92
Arctic Air,SHOW,2012,44,3.0,6.8,1039.0,CA,1,drama,1,111,111
Tooth Fairy 2,MOVIE,2012,90,0.0,6.1,464.0,US,1,comedy,1,2,2
Not Fade Away,MOVIE,2012,112,0.0,6.0,4665.0,US,1,drama,1,5,5
Angels Crest,MOVIE,2011,92,0.0,5.8,2017.0,CA,2,drama,1,82,82
Seven Days in Utopia,MOVIE,2011,98,0.0,6.1,3586.0,US,1,drama,2,5,5
The Tall Man,MOVIE,2012,106,0.0,5.9,40662.0,FR,2,horror,4,-1,-1
The Double,MOVIE,2011,110,0.0,5.9,30190.0,US,1,crime,4,6,6
Pointless Celebrities,SHOW,2011,49,15.0,6.4,849.0,GB,1,,1,79,79
Why They Sank Titanic,MOVIE,2012,52,0.0,7.0,47.0,GB,1,documentation,2,135,135
Sinbad,SHOW,2012,44,2.0,8.2,31.0,GB,1,action,6,25,25
Shakespeare Uncovered,SHOW,2012,53,3.0,8.5,259.0,US,2,documentation,1,46,46
Drug War,MOVIE,2012,107,0.0,7.0,10095.0,CN,2,crime,4,-1,-1
Thin Ice,MOVIE,2012,93,0.0,6.2,5054.0,US,1,drama,6,5,5
Wild Boys,SHOW,2011,42,1.0,6.9,465.0,AU,1,western,2,-1,-1
Secret State,SHOW,2012,44,1.0,7.6,2452.0,GB,1,drama,3,44,44
The Fades,SHOW,2011,59,1.0,7.6,6617.0,GB,1,scifi,4,86,86
Act Naturally,MOVIE,2011,92,0.0,4.8,995.0,US,1,drama,2,5,5
Stitches,MOVIE,2012,86,0.0,5.7,9573.0,IE,1,horror,3,-1,-1
Apartment 143,MOVIE,2011,80,0.0,5.0,11372.0,ES,1,thriller,3,151,151
Casting By,MOVIE,2012,89,0.0,7.6,1561.0,CA,1,documentation,1,120,120
23:59,MOVIE,2011,78,0.0,4.5,967.0,MY,2,horror,1,-1,-1
Keep the Lights On,MOVIE,2012,101,0.0,6.4,5663.0,US,1,drama,2,5,5
The Woman Who Wasn't There,MOVIE,2012,65,0.0,6.8,2279.0,US,1,documentation,1,11,11
Threesome,SHOW,2011,24,2.0,7.5,1360.0,GB,1,comedy,1,77,77
Bad Ass,MOVIE,2012,90,0.0,5.4,19064.0,US,1,drama,5,5,5
Bel Ami,MOVIE,2012,102,0.0,5.4,18543.0,IT,2,drama,5,34,34
Hunderby,SHOW,2012,30,2.0,7.3,1105.0,GB,1,comedy,2,77,77
The Baytown Outlaws,MOVIE,2012,98,0.0,6.3,14801.0,US,1,comedy,3,2,2
Division III: Football's Finest,MOVIE,2011,98,0.0,5.5,1653.0,US,1,comedy,3,2,2
Storage 24,MOVIE,2012,87,0.0,4.5,7146.0,GB,1,horror,4,42,42
Truth or Dare,MOVIE,2012,95,0.0,4.8,14.0,GB,1,thriller,5,9,9
Gordon Behind Bars,SHOW,2012,47,1.0,7.3,409.0,GB,1,reality,2,108,108
On Death Row,SHOW,2012,49,2.0,7.9,1195.0,AT,3,documentation,3,-1,-1
Cloudburst,MOVIE,2011,93,0.0,7.2,2281.0,US,2,romance,3,1,1
Transit,MOVIE,2012,91,0.0,5.8,11191.0,US,1,thriller,3,3,3
Cyberbully,MOVIE,2011,90,0.0,5.5,12632.0,CA,1,drama,1,82,82
Inside Men,SHOW,2012,55,1.0,7.3,2594.0,GB,1,drama,3,44,44
41,MOVIE,2012,80,0.0,6.3,2236.0,AU,1,drama,2,90,90
Azorian: The Raising of the K-129,MOVIE,2011,105,0.0,7.3,267.0,US,1,documentation,2,11,11
Bear's Wild Weekend with...,SHOW,2011,45,1.0,7.2,123.0,GB,1,reality,1,108,108
Eames: The Architect and the Painter,MOVIE,2011,83,0.0,7.1,1095.0,US,1,documentation,1,11,11
Fugget About It,SHOW,2012,22,3.0,6.8,1199.0,CA,1,comedy,3,76,76
Yu-Gi-Oh! Zexal,SHOW,2011,22,6.0,5.0,900.0,JP,1,action,5,91,91
Ron White: A Little Unprofessional,MOVIE,2012,80,0.0,6.1,464.0,US,1,comedy,1,2,2
Empresses in the Palace,SHOW,2011,45,1.0,8.4,1595.0,CN,1,drama,3,145,145
Bob and the Monster,MOVIE,2011,90,0.0,7.5,316.0,US,1,documentation,1,11,11
Interview with a Hitman,MOVIE,2012,92,0.0,6.0,14446.0,GB,1,thriller,4,9,9
Shaolin,MOVIE,2011,131,0.0,6.8,19340.0,CN,2,drama,2,103,103
The Ultimate Civil War Series,SHOW,2012,50,1.0,6.1,464.0,US,1,documentation,1,46,46
Diana Vreeland: The Eye Has to Travel,MOVIE,2012,86,0.0,7.5,1580.0,US,1,documentation,1,11,11
The Sleeper,MOVIE,2012,90,0.0,3.9,1325.0,US,2,horror,2,7,7
Small Apartments,MOVIE,2012,97,0.0,6.1,7806.0,US,1,crime,3,6,6
Love's Kitchen,MOVIE,2011,86,0.0,5.3,3099.0,GB,1,drama,3,16,16
Out in the Dark,MOVIE,2012,96,0.0,7.5,8376.0,IL,1,romance,4,-1,-1
Khlo̩ & Lamar,SHOW,2011,22,2.0,3.1,2030.0,US,1,reality,4,125,125
Shaun the Sheep Championsheeps,SHOW,2012,1,1.0,7.7,98.0,GB,1,comedy,3,77,77
Love & Hip Hop New York,SHOW,2011,42,10.0,4.3,177.0,US,1,reality,1,125,125
The Resident,MOVIE,2011,91,0.0,5.3,27807.0,GB,2,thriller,4,9,9
Ritual,MOVIE,2012,87,0.0,5.4,2758.0,ID,1,thriller,2,-1,-1
The Lion of Judah,MOVIE,2011,87,0.0,6.9,10.0,US,1,animation,3,47,47
The Night Watch,MOVIE,2011,90,0.0,6.4,1097.0,GB,1,drama,3,16,16
Imaginary Friend,MOVIE,2012,99,0.0,5.6,1115.0,US,1,thriller,1,3,3
Hummingbirds: Jewelled Messengers,MOVIE,2012,53,0.0,8.3,184.0,XX,1,documentation,2,64,64
Any Day Now,MOVIE,2012,97,0.0,8.7,11.0,US,1,drama,2,5,5
The Selling,MOVIE,2011,92,0.0,6.0,1308.0,US,1,comedy,1,2,2
Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall,MOVIE,2011,146,0.0,6.1,464.0,GB,1,comedy,2,43,43
FDR: American Badass!,MOVIE,2012,93,0.0,5.3,1957.0,US,1,comedy,2,2,2
Munger Road,MOVIE,2011,85,0.0,4.5,1584.0,US,1,thriller,2,3,3
Panic Button,MOVIE,2011,96,0.0,5.3,7074.0,GB,1,horror,2,42,42
The Bleak Old Shop of Stuff,SHOW,2012,29,1.0,6.7,626.0,GB,1,comedy,1,77,77
"Tad, the Lost Explorer",MOVIE,2012,90,0.0,5.9,8067.0,ES,1,comedy,4,54,54
A Mile in His Shoes,MOVIE,2011,90,0.0,6.1,652.0,CA,1,drama,3,82,82
Legend of the Millennium Dragon,MOVIE,2011,98,0.0,5.7,1193.0,JP,1,fantasy,4,83,83
Guess How Much I Love You,SHOW,2012,11,3.0,7.8,75.0,AU,1,animation,3,149,149
Ferocious Planet,MOVIE,2011,88,0.0,3.9,2012.0,US,1,thriller,4,3,3
Gary Gulman: In This Economy?,MOVIE,2012,60,0.0,7.4,358.0,US,1,comedy,2,2,2
A Turtle's Tale 2: Sammy's Escape from Paradise,MOVIE,2012,92,0.0,5.6,2259.0,US,3,animation,3,47,47
Now Is Good,MOVIE,2012,103,0.0,7.0,34147.0,GB,1,romance,2,66,66
Eddie Izzard: Live at Madison Square Garden,MOVIE,2011,90,0.0,7.5,383.0,US,1,comedy,1,2,2
Girl Model,MOVIE,2011,78,0.0,6.5,2250.0,US,1,documentation,2,11,11
Eden,MOVIE,2012,98,0.0,6.6,8766.0,US,1,thriller,3,3,3
Monsieur Lazhar,MOVIE,2011,94,0.0,7.5,20221.0,CA,1,comedy,2,41,41
Iceberg Slim: Portrait of a Pimp,MOVIE,2012,89,0.0,6.8,705.0,US,1,documentation,1,11,11
Surviving Progress,MOVIE,2011,86,0.0,7.4,1835.0,CA,1,documentation,1,120,120
Hick,MOVIE,2011,99,0.0,5.5,19746.0,US,1,drama,2,5,5
Pramface,SHOW,2012,31,3.0,7.5,2527.0,GB,1,comedy,2,77,77
Roadie,MOVIE,2012,95,0.0,6.0,1220.0,US,1,drama,3,5,5
National Lampoon's The Legend of Awesomest Maximus,MOVIE,2011,87,0.0,4.1,3133.0,US,1,comedy,2,2,2
The Bang Bang Club,MOVIE,2011,106,0.0,6.9,10773.0,ZA,2,drama,2,93,93
Kaijudo: Clash of the Duel Masters,SHOW,2012,23,2.0,6.5,258.0,JP,1,action,3,91,91
Something from Nothing: The Art of Rap,MOVIE,2012,106,0.0,7.1,3476.0,US,1,documentation,2,11,11
Christmas Lodge,MOVIE,2011,86,0.0,6.0,2421.0,CA,1,drama,4,82,82
Extracted,MOVIE,2012,85,0.0,6.4,12714.0,US,1,thriller,3,3,3
Under the Boardwalk: The Monopoly Story,MOVIE,2011,88,0.0,6.1,560.0,US,1,documentation,3,11,11
Cross,MOVIE,2011,105,0.0,6.1,464.0,US,1,fantasy,1,8,8
Ek Tha Tiger,MOVIE,2012,133,0.0,5.6,33866.0,TR,4,action,3,-1,-1
Rites of Passage,MOVIE,2012,95,0.0,4.0,1589.0,US,1,thriller,3,3,3
Everything and Nothing,MOVIE,2011,120,0.0,6.1,464.0,GB,1,documentation,3,135,135
Maria Bamford: The Special Special Special!,MOVIE,2012,50,0.0,7.0,567.0,US,1,comedy,1,2,2
Bloody Bloody Bible Camp,MOVIE,2012,90,0.0,4.5,1177.0,US,1,horror,2,7,7
Little Baby Bum,SHOW,2011,5,4.0,6.4,94.0,GB,1,animation,3,119,119
Shock and Awe: The Story of Electricity,SHOW,2011,58,1.0,8.5,505.0,GB,1,documentation,1,28,28
Revenge for Jolly!,MOVIE,2012,85,0.0,4.6,1507.0,US,1,drama,2,5,5
Tom Green: Live,MOVIE,2012,82,0.0,5.3,194.0,US,1,comedy,2,2,2
"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",MOVIE,2011,104,0.0,6.7,478.0,US,1,drama,4,5,5
Inventions That Shook the World,SHOW,2011,46,1.0,8.2,103.0,CA,1,documentation,2,-1,-1
Wipeout Canada,SHOW,2011,44,1.0,4.7,222.0,CA,1,,1,-1,-1
Elfie Hopkins,MOVIE,2012,85,0.0,4.6,967.0,GB,1,horror,2,42,42
Of Two Minds,MOVIE,2012,96,0.0,6.8,263.0,US,1,documentation,2,11,11
We Were Children,MOVIE,2012,88,0.0,7.7,582.0,CA,1,documentation,2,120,120
Stealing Paradise,MOVIE,2012,89,0.0,5.6,413.0,CA,1,thriller,2,39,39
Black Gold,MOVIE,2011,130,0.0,6.6,11839.0,TN,4,drama,5,-1,-1
Nazi Underworld,SHOW,2011,47,2.0,7.1,81.0,DE,1,documentation,4,-1,-1
Jab Tak Hai Jaan,MOVIE,2012,176,0.0,6.8,54175.0,IN,1,drama,2,40,40
The Oyler House: Richard Neutra's Desert Retreat,MOVIE,2012,57,0.0,7.8,24.0,US,1,documentation,2,11,11
Exit Humanity,MOVIE,2011,114,0.0,5.3,4557.0,CA,1,drama,2,82,82
Still Mine,MOVIE,2012,102,0.0,7.4,4338.0,CA,1,drama,1,82,82
The Story of the Bee Gees,MOVIE,2011,45,0.0,6.6,48.0,US,1,music,2,14,14
Zombie Warz: Falls the Shadow,MOVIE,2011,42,0.0,3.6,155.0,US,1,horror,3,7,7
Don 2,MOVIE,2011,139,0.0,7.1,52338.0,DE,2,action,4,95,95
The Philly Kid,MOVIE,2012,94,0.0,5.6,2205.0,US,1,action,3,0,0
Brave 10,SHOW,2012,23,1.0,6.5,387.0,JP,1,action,3,91,91
Naughty or Nice,MOVIE,2012,90,0.0,6.5,2456.0,US,2,fantasy,4,8,8
Vito,MOVIE,2011,93,0.0,8.0,736.0,US,1,documentation,2,11,11
Jeff Dunham: Minding the Monsters,MOVIE,2012,80,0.0,7.0,1401.0,US,1,comedy,1,2,2
Jeff Dunham: Controlled Chaos,MOVIE,2011,90,0.0,7.4,2272.0,US,1,comedy,2,2,2
Crawl,MOVIE,2011,80,0.0,4.6,1259.0,AU,1,thriller,2,92,92
Paris by Night,MOVIE,2012,100,0.0,6.5,1285.0,FR,1,drama,4,27,27
Idaho: The Movie,MOVIE,2012,50,0.0,7.1,120.0,US,1,documentation,1,11,11
17 Miracles,MOVIE,2011,113,0.0,6.2,1511.0,US,1,action,3,0,0
Color Crew,SHOW,2012,33,1.0,5.5,40.0,US,1,animation,2,81,81
HOUBA! On the Trail of the Marsupilami,MOVIE,2012,105,0.0,5.5,3858.0,FR,3,comedy,3,37,37
Talaash,MOVIE,2012,149,0.0,7.3,41752.0,IN,1,thriller,4,60,60
Justice for Natalee Holloway,MOVIE,2011,87,0.0,5.3,428.0,US,1,thriller,3,3,3
U.F.O.,MOVIE,2012,101,0.0,3.1,3484.0,GB,1,horror,3,42,42
Chad Daniels: As Is,MOVIE,2012,52,0.0,6.1,464.0,US,1,,1,65,65
Vampire Dog,MOVIE,2012,91,0.0,4.2,1146.0,CA,1,fantasy,3,117,117
Escape,MOVIE,2012,76,0.0,6.1,4434.0,NO,1,action,5,-1,-1
Hattie,MOVIE,2011,85,0.0,6.8,510.0,GB,1,drama,1,16,16
El Gringo,MOVIE,2012,98,0.0,5.4,6276.0,US,1,drama,3,5,5
Scaredy Squirrel,SHOW,2011,13,4.0,4.4,475.0,CA,1,comedy,4,76,76
National Lampoon's Snatched,MOVIE,2011,81,0.0,4.3,151.0,US,1,comedy,1,2,2
Lucky Fred,SHOW,2011,12,2.0,6.4,45.0,IL,3,action,5,-1,-1
The Falls,MOVIE,2012,115,0.0,6.7,2453.0,US,1,romance,2,1,1
Mike the Knight,SHOW,2011,17,4.0,4.9,218.0,CA,1,action,3,128,128
Wandering Eye,MOVIE,2011,89,0.0,5.2,510.0,CA,1,crime,2,116,116
Jelly Jamm,SHOW,2011,12,2.0,7.6,103.0,ES,2,animation,4,-1,-1
Requiem For The Damned,MOVIE,2012,97,0.0,4.4,117.0,US,1,horror,2,7,7
Knockout,MOVIE,2011,87,0.0,4.9,2484.0,US,1,drama,3,5,5
Memorial Day,MOVIE,2011,108,0.0,6.7,7.0,US,1,drama,3,5,5
The Flaw,MOVIE,2011,78,0.0,7.1,707.0,GB,1,documentation,2,135,135
The Cat in the Hat Knows a Lot About Christmas!,MOVIE,2012,60,0.0,4.8,124.0,US,1,fantasy,3,8,8
Scientology: The Science of Truth or the Art of Deception?,MOVIE,2012,60,0.0,6.0,48.0,DE,1,,1,-1,-1
Make Believe,MOVIE,2011,88,0.0,7.1,481.0,US,1,family,2,17,17
A Christmas Wedding Date,MOVIE,2012,82,0.0,5.2,1296.0,US,1,comedy,2,2,2
Saints and Soldiers: Airborne Creed,MOVIE,2012,94,0.0,5.7,4035.0,US,1,war,3,12,12
Doors Open,MOVIE,2012,120,0.0,5.8,547.0,GB,1,drama,2,16,16
Mankatha,MOVIE,2011,149,0.0,7.7,14753.0,IN,1,thriller,3,60,60
The Dog Who Saved Halloween,MOVIE,2011,88,0.0,4.0,401.0,US,1,comedy,1,2,2
Titeuf,MOVIE,2011,87,0.0,5.8,646.0,FR,1,drama,5,27,27
Bananas in Pyjamas,SHOW,2011,14,2.0,4.3,168.0,AU,1,animation,2,149,149
World's Most Dangerous Roads,SHOW,2011,59,3.0,7.4,214.0,GB,1,reality,3,108,108
The Perfect Wedding,MOVIE,2012,82,0.0,6.3,864.0,US,1,comedy,2,2,2
My Name Was Bette: The Life and Death of an Alcoholic,MOVIE,2011,59,0.0,7.2,225.0,US,1,documentation,1,11,11
Dawn Rider,MOVIE,2012,94,0.0,4.9,2099.0,US,1,western,1,4,4
Clockwork Orange County,MOVIE,2012,73,0.0,6.1,464.0,US,1,documentation,1,11,11
Tom Wilson: Bigger Than You,MOVIE,2011,65,0.0,6.1,464.0,XX,1,comedy,1,101,101
Picture Day,MOVIE,2012,93,0.0,6.3,1227.0,CA,1,comedy,2,41,41
Detentionaire,SHOW,2011,22,4.0,8.2,377.0,CA,1,action,8,128,128
Orchestra of Exiles,MOVIE,2012,85,0.0,7.1,155.0,US,2,documentation,1,11,11
Punky,SHOW,2011,7,1.0,5.9,12.0,IE,1,animation,1,-1,-1
No Surrender,MOVIE,2011,90,0.0,4.8,328.0,CA,1,thriller,2,39,39
Hide Away,MOVIE,2011,88,0.0,5.7,997.0,US,1,drama,1,5,5
16 Acres,MOVIE,2012,95,0.0,6.6,289.0,US,1,documentation,2,11,11
Gloriavale,SHOW,2012,50,1.0,6.1,464.0,,1,,1,148,148
Can't Stand Losing You: Surviving The Police,MOVIE,2012,83,0.0,6.9,718.0,US,1,documentation,3,11,11
Recoil,MOVIE,2011,94,0.0,6.1,464.0,US,1,crime,1,6,6
Crash Canyon,SHOW,2011,23,2.0,4.3,759.0,CA,1,comedy,3,76,76
Muni 2: Kanchana,MOVIE,2011,170,0.0,6.6,1738.0,IN,1,horror,3,146,146
Alonzo Bodden: Who's Paying Attention,MOVIE,2011,61,0.0,7.1,155.0,US,1,comedy,1,2,2
Gila!,MOVIE,2012,91,0.0,5.0,233.0,US,1,scifi,1,15,15
The Dragon Pearl,MOVIE,2011,94,0.0,4.7,931.0,AU,2,fantasy,2,-1,-1
Game,MOVIE,2011,135,0.0,5.2,2316.0,IN,1,thriller,5,60,60
Stolen,MOVIE,2011,90,0.0,6.2,263.0,GB,1,drama,3,16,16
American Guns,SHOW,2011,44,2.0,6.4,496.0,US,1,reality,1,125,125
99 Days with the Superstar,SHOW,2011,48,1.0,7.1,108.0,JP,1,romance,3,-1,-1
Payback,MOVIE,2012,82,0.0,6.4,226.0,CA,1,documentation,1,120,120
Dead Boss,SHOW,2012,32,1.0,6.4,600.0,GB,1,comedy,1,77,77
Welcome to Kutsher's: The Last Catskills Resort,MOVIE,2012,72,0.0,7.2,114.0,US,1,documentation,2,11,11
This Girl Is Bad Ass,MOVIE,2011,99,0.0,5.1,622.0,TH,1,action,3,134,134
Speckles: The Tarbosaurus,MOVIE,2012,88,0.0,5.4,744.0,KR,1,scifi,4,-1,-1
Cannibal Island,MOVIE,2011,55,0.0,6.1,163.0,FR,1,documentation,2,140,140
Ladies vs Ricky Bahl,MOVIE,2011,140,0.0,6.0,9742.0,IN,1,drama,4,40,40
Beaconsfield,MOVIE,2012,111,0.0,7.0,483.0,AU,1,drama,1,90,90
Omerta,MOVIE,2011,86,0.0,6.3,17.0,US,1,drama,3,5,5
Return to Blood Fart Lake,MOVIE,2012,72,0.0,3.6,142.0,US,1,horror,1,7,7
